date,holiday_name,holiday,shutdown,mini_shutdown,warehouse_limited,shops_closed,winter_school_holidays,school_holidays,blackout,mov_change,frankfurt_shutdown,precipitation,snow,warehouse,orders
2022-05-22,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,8088.0
2024-02-01,none,0,0,0,0,0,0,0,0,0.0,0,1.1,0.0,Prague_1,9937.0
2021-10-20,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,7822.0
2020-03-09,none,0,0,0,0,0,0,0,0,0.0,0,0.2,0.0,Prague_1,-1.0
2021-06-07,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,7300.0
2019-02-27,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2022-04-04,none,0,0,0,0,0,0,0,0,0.0,0,0.56,0.8,Prague_1,8728.0
2022-01-31,none,0,0,0,0,0,0,0,0,0.0,0,0.11,1.34,Prague_1,9912.0
2020-09-23,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2019-05-18,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2020-05-27,none,0,0,0,0,0,0,0,0,0.0,0,3.8,0.0,Prague_1,-1.0
2021-03-19,none,0,0,0,0,0,0,0,0,0.0,0,1.0,0.0,Prague_1,8574.0
2023-10-23,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,8827.0
2019-01-04,none,0,0,0,0,0,0,0,0,0.0,0,0.2,2.0,Prague_1,-1.0
2023-07-29,none,0,0,0,0,0,0,0,0,0.0,0,0.9,0.0,Prague_1,7722.0
2019-06-01,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2019-05-30,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2019-08-01,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2020-03-26,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2023-07-22,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,7447.0
2020-01-22,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2020-05-28,none,0,0,0,0,0,0,0,0,0.0,0,0.1,0.0,Prague_1,-1.0
2023-08-20,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,8142.0
2023-09-20,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,8665.0
2019-01-19,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2021-10-26,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,7978.0
2022-09-19,none,0,0,0,0,0,0,0,0,0.0,0,3.0,0.0,Prague_1,8860.0
2021-01-24,none,0,0,0,0,0,0,0,0,0.0,0,2.5,1.0,Prague_1,7346.0
2022-08-08,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,7970.0
2022-08-21,none,0,0,0,0,0,0,0,0,0.0,0,2.4,0.0,Prague_1,7766.0
2021-05-06,none,0,0,0,0,0,0,0,0,0.0,0,2.8,0.0,Prague_1,7954.0
2019-12-06,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2024-01-09,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,9766.0
2020-10-25,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2020-11-21,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,-1.0
2021-02-28,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,6914.0
2022-10-08,none,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,Prague_1,8462.0
2019-08-19,none,0,0,0,0,0,0,0,0,0.0,0,0.9,0.0,Prague_1,-1.0
